customer_id,telecom_partner,gender,age,state,city,pincode,registration_event,num_dependents,estimated_salary,calls_made,sms_sent,data_used,churn
187917,BSNL,F,65,Chhattisgarh,Hyderabad,212279,2022-07-29,3,140085,6,32,217,0
181087,Airtel,F,70,Goa,Mumbai,142745,2022-06-25,3,83427,55,34,5686,0
152989,Reliance Jio,M,46,Assam,Kolkata,698404,2022-02-04,3,72554,71,36,7408,0
59614,Airtel,M,18,Manipur,Chennai,863883,2020-10-25,3,71024,61,15,9369,0
93281,Reliance Jio,F,65,Sikkim,Mumbai,281701,2021-04-11,3,148729,86,38,1016,0
95689,BSNL,M,63,Madhya Pradesh,Delhi,535764,2021-04-23,4,108834,36,3,4986,0
60492,BSNL,F,66,Telangana,Bangalore,797998,2020-10-29,4,68507,92,19,-14,0
112803,Airtel,M,50,Rajasthan,Delhi,188157,2021-07-18,3,124712,11,10,771,0
2468,BSNL,M,51,Gujarat,Bangalore,967225,2020-01-13,2,56209,14,18,4473,0
222106,Reliance Jio,M,59,Assam,Mumbai,739795,2023-01-16,2,20760,44,9,3344,0
145257,Vodafone,M,54,Nagaland,Mumbai,437140,2021-12-28,1,61421,17,36,7780,0
168880,Vodafone,M,70,Madhya Pradesh,Hyderabad,119976,2022-04-25,1,63791,38,33,9109,0
153934,Airtel,M,56,Kerala,Kolkata,121402,2022-02-09,0,70205,103,51,3888,0
49887,Reliance Jio,F,50,Haryana,Delhi,780790,2020-09-06,1,31964,3,8,1630,0
85850,Reliance Jio,M,50,Manipur,Bangalore,688427,2021-03-05,2,110917,101,27,1218,0
44681,Vodafone,F,30,Nagaland,Bangalore,717162,2020-08-11,2,49504,94,25,842,0
232602,Reliance Jio,F,72,West Bengal,Delhi,176535,2023-03-10,0,29363,14,45,333,0
4252,Airtel,M,50,Uttar Pradesh,Mumbai,136477,2020-01-22,3,143246,92,8,2047,0
67627,BSNL,M,29,Chhattisgarh,Delhi,251134,2020-12-04,0,81126,56,30,9801,0
41230,Vodafone,F,64,Karnataka,Bangalore,185447,2020-07-25,3,54716,10,4,6410,0
215096,Vodafone,F,19,Punjab,Mumbai,198376,2022-12-12,2,136031,83,42,1814,0
32719,Vodafone,F,72,Telangana,Bangalore,596390,2020-06-12,3,95729,46,31,1786,0
184276,Airtel,F,41,Karnataka,Bangalore,196538,2022-07-11,3,115563,34,45,4731,0
33388,Airtel,M,34,Uttarakhand,Delhi,776891,2020-06-16,0,28655,77,46,1298,0
127175,Vodafone,F,38,Uttarakhand,Mumbai,512497,2021-09-28,1,149822,7,10,2302,0
240825,BSNL,F,23,Sikkim,Kolkata,153068,2023-04-20,0,79963,61,24,5824,0
199751,BSNL,F,55,West Bengal,Delhi,976625,2022-09-26,1,61010,67,21,5968,0
84861,Vodafone,M,48,Arunachal Pradesh,Hyderabad,689615,2021-02-28,2,53425,42,8,2697,0
190197,Airtel,F,44,Chhattisgarh,Chennai,996057,2022-08-09,2,106628,86,17,10045,0
66216,Reliance Jio,M,63,Madhya Pradesh,Chennai,382769,2020-11-27,0,118869,58,19,-220,0
96162,Vodafone,F,44,Goa,Delhi,502782,2021-04-26,4,51881,79,10,4927,0
166950,Reliance Jio,F,55,Himachal Pradesh,Mumbai,484952,2022-04-15,2,74469,104,34,6586,0
67246,Airtel,F,74,Punjab,Bangalore,360008,2020-12-02,4,128368,88,31,682,0
112546,BSNL,F,19,Bihar,Kolkata,975896,2021-07-17,4,91351,98,11,1118,0
157327,Reliance Jio,F,53,Maharashtra,Chennai,873743,2022-02-26,2,97819,19,-3,2388,0
239788,Vodafone,F,28,Manipur,Kolkata,570825,2023-04-15,1,44750,70,46,6302,0
47525,Reliance Jio,M,27,Tamil Nadu,Kolkata,958395,2020-08-25,4,47347,30,3,4882,0
114621,Airtel,F,52,Arunachal Pradesh,Kolkata,772644,2021-07-27,0,55997,74,23,1903,0
35219,Airtel,F,50,Uttarakhand,Delhi,184456,2020-06-25,0,100647,42,6,1896,0
139135,Airtel,M,52,Punjab,Bangalore,482007,2021-11-27,2,89590,12,42,5121,0
69823,BSNL,M,64,Rajasthan,Delhi,967037,2020-12-15,0,139466,3,38,6970,0
37960,Reliance Jio,M,66,Nagaland,Kolkata,558622,2020-07-08,1,119264,60,49,2994,0
159121,BSNL,M,28,Assam,Delhi,286417,2022-03-07,3,31359,38,32,10244,0
203279,Vodafone,F,44,Madhya Pradesh,Bangalore,699660,2022-10-14,1,78228,79,2,6729,0
4782,Airtel,M,42,Uttarakhand,Delhi,940842,2020-01-24,0,120435,58,-4,6899,0
30510,Reliance Jio,M,53,Kerala,Kolkata,838898,2020-06-01,0,118596,90,26,8950,0
60039,Vodafone,M,21,Mizoram,Hyderabad,723877,2020-10-27,2,55381,82,26,8190,0
141362,BSNL,F,42,Chhattisgarh,Bangalore,653795,2021-12-08,1,79398,33,36,2743,0
49980,Airtel,F,65,Nagaland,Chennai,822462,2020-09-07,1,119013,15,23,1613,0
132726,Reliance Jio,F,74,Meghalaya,Mumbai,374937,2021-10-26,0,78044,100,22,7323,0
111276,BSNL,M,34,Chhattisgarh,Hyderabad,741848,2021-07-10,1,132356,53,2,9026,0
97447,Reliance Jio,F,46,Tripura,Chennai,820878,2021-05-02,0,42526,26,11,5419,0
82755,Airtel,M,28,Punjab,Delhi,832113,2021-02-18,1,51560,10,5,6526,0
206606,Reliance Jio,F,22,Chhattisgarh,Mumbai,342448,2022-10-31,3,22242,16,26,8539,0
160083,Reliance Jio,M,46,Telangana,Delhi,554980,2022-03-12,0,47434,78,25,7406,0
98850,BSNL,M,40,Nagaland,Chennai,308933,2021-05-09,0,140982,52,41,4203,0
171942,Vodafone,F,65,Nagaland,Chennai,209352,2022-05-10,3,85554,72,4,4775,0
65693,Vodafone,F,60,Telangana,Hyderabad,617412,2020-11-24,4,57644,85,33,3411,0
20303,Reliance Jio,M,31,Goa,Chennai,519833,2020-04-11,4,73213,43,44,536,0
106157,Reliance Jio,F,23,Jharkhand,Bangalore,605963,2021-06-15,3,80159,7,34,5473,0
124690,Airtel,F,62,Haryana,Kolkata,958625,2021-09-16,1,85348,102,37,4675,0
107197,BSNL,F,67,Odisha,Chennai,493103,2021-06-20,2,145616,66,12,1188,0
240110,Reliance Jio,F,53,Mizoram,Mumbai,955405,2023-04-16,3,109181,28,50,8023,0
195771,Vodafone,F,66,Meghalaya,Hyderabad,607517,2022-09-06,3,104150,31,39,3851,0
240296,Vodafone,M,47,Chhattisgarh,Hyderabad,823954,2023-04-17,4,97046,53,50,6042,0
113285,Airtel,F,29,Uttarakhand,Bangalore,379689,2021-07-20,3,23594,85,28,2741,0
129218,BSNL,M,28,Tripura,Kolkata,594581,2021-10-08,1,58712,28,36,6648,0
217262,BSNL,F,25,Bihar,Delhi,585130,2022-12-23,2,37217,38,33,9152,0
105691,Airtel,F,52,Mizoram,Mumbai,120920,2021-06-12,3,20647,12,5,9610,0
118022,Reliance Jio,F,51,Nagaland,Hyderabad,379152,2021-08-13,4,58513,14,29,8174,0
163293,Reliance Jio,F,29,West Bengal,Kolkata,845885,2022-03-28,4,33703,29,21,7173,0
25714,Airtel,M,72,Assam,Chennai,494521,2020-05-08,1,89881,43,35,2904,0
7377,Airtel,M,39,Kerala,Delhi,391916,2020-02-06,1,77740,44,46,6113,0
125397,Vodafone,F,30,Haryana,Bangalore,921116,2021-09-19,2,73102,82,18,8248,0
69151,Airtel,M,66,Chhattisgarh,Hyderabad,901717,2020-12-12,1,147843,43,10,8645,0
21389,BSNL,M,39,Odisha,Delhi,111812,2020-04-17,0,85030,89,8,988,0
66791,Airtel,M,28,Madhya Pradesh,Mumbai,791069,2020-11-30,2,56808,45,43,7496,0
232194,BSNL,F,35,Chhattisgarh,Bangalore,536293,2023-03-08,2,90609,70,31,3064,0
29369,Reliance Jio,M,73,Chhattisgarh,Bangalore,771987,2020-05-26,1,83699,29,38,5622,0
126058,BSNL,F,42,Punjab,Delhi,781613,2021-09-22,4,107786,71,5,9820,0
114910,BSNL,F,35,Arunachal Pradesh,Chennai,900778,2021-07-29,4,89880,67,21,5552,0
241639,Reliance Jio,M,49,Uttarakhand,Chennai,908828,2023-04-24,2,59610,74,37,2534,0
216158,Vodafone,F,73,Sikkim,Delhi,933007,2022-12-17,3,130731,6,23,10047,0
170521,Reliance Jio,M,37,Gujarat,Mumbai,401572,2022-05-03,1,51869,44,17,2046,0
148948,Vodafone,F,23,West Bengal,Bangalore,901726,2022-01-15,3,44461,49,27,7996,0
95975,Airtel,M,62,Arunachal Pradesh,Bangalore,743675,2021-04-25,0,36139,90,14,865,0
44026,Airtel,M,49,Jharkhand,Chennai,493747,2020-08-08,1,50741,17,5,2793,0
139179,Reliance Jio,F,74,Sikkim,Mumbai,931405,2021-11-27,0,61868,94,48,8117,0
189259,Reliance Jio,M,58,Maharashtra,Bangalore,398567,2022-08-05,3,102704,44,39,7545,0
16725,Airtel,M,68,Tripura,Bangalore,630028,2020-03-24,1,149739,90,34,5487,0
237604,Vodafone,F,58,Meghalaya,Delhi,221187,2023-04-04,3,86186,72,16,9300,0
11747,Airtel,M,49,Telangana,Chennai,341690,2020-02-28,4,40298,73,28,4222,0
126399,BSNL,M,47,Bihar,Delhi,110458,2021-09-24,0,141607,24,35,3456,0
162643,Vodafone,F,56,Uttarakhand,Bangalore,514320,2022-03-25,2,68548,19,10,5715,0
176858,Vodafone,M,49,Madhya Pradesh,Bangalore,497078,2022-06-04,0,86666,36,33,1148,0
222480,Vodafone,F,72,Mizoram,Chennai,880936,2023-01-18,0,122176,85,42,1881,0
83999,BSNL,F,52,Himachal Pradesh,Hyderabad,468314,2021-02-24,3,44611,3,10,8541,0
64205,Reliance Jio,M,36,Uttar Pradesh,Delhi,263036,2020-11-17,2,45842,68,6,5891,0
96207,Reliance Jio,F,71,Assam,Delhi,896177,2021-04-26,1,32154,24,22,2501,0
191879,Airtel,M,42,Himachal Pradesh,Mumbai,399822,2022-08-18,1,29017,-8,43,2041,0
209993,BSNL,M,39,Jharkhand,Chennai,466063,2022-11-17,3,130979,22,15,6243,0
139633,Vodafone,M,58,Mizoram,Mumbai,978121,2021-11-29,0,68195,49,24,4968,0
140539,Vodafone,F,44,Uttar Pradesh,Bangalore,676605,2021-12-04,1,86426,39,12,3556,0
33318,Airtel,M,71,Odisha,Hyderabad,320813,2020-06-15,3,130430,77,34,10007,0
83867,Airtel,F,28,Tripura,Chennai,332237,2021-02-23,4,53898,73,21,7042,0
212012,Reliance Jio,M,32,Telangana,Delhi,632733,2022-11-27,3,124322,20,10,1535,0
167564,Reliance Jio,F,34,Bihar,Delhi,977656,2022-04-18,4,146202,81,50,3237,0
153395,Airtel,M,73,Punjab,Delhi,940206,2022-02-06,4,63674,60,15,7837,0
34221,BSNL,F,34,Punjab,Kolkata,908490,2020-06-20,1,37276,58,17,9265,0
24548,BSNL,F,44,Telangana,Kolkata,112409,2020-05-02,2,24115,85,32,7192,0
186519,Vodafone,M,63,Madhya Pradesh,Bangalore,309797,2022-07-22,0,107493,48,25,2426,0
100313,Reliance Jio,M,55,Madhya Pradesh,Kolkata,113727,2021-05-17,3,100193,94,13,4691,0
75344,BSNL,F,55,Jharkhand,Mumbai,430320,2021-01-12,2,98540,28,31,6261,0
185381,Reliance Jio,M,35,Haryana,Delhi,632374,2022-07-16,3,80375,2,43,1152,0
46072,Airtel,M,36,West Bengal,Bangalore,193273,2020-08-18,3,75395,2,16,92,0
136898,Reliance Jio,F,30,Goa,Delhi,125331,2021-11-16,0,115601,89,40,5504,0
82882,Airtel,F,26,Odisha,Mumbai,168180,2021-02-18,3,89439,53,7,1004,0
177006,Vodafone,M,71,Bihar,Mumbai,488599,2022-06-04,4,113016,86,20,8728,0
115147,Vodafone,F,60,Bihar,Mumbai,543204,2021-07-30,1,42963,19,23,2320,0
32862,Reliance Jio,M,61,Andhra Pradesh,Hyderabad,691006,2020-06-13,1,120594,100,19,544,0
27898,Airtel,M,19,Tamil Nadu,Bangalore,901817,2020-05-19,2,108730,10,16,5174,0
224708,Airtel,F,29,Tamil Nadu,Kolkata,659955,2023-01-29,1,84241,94,6,5661,0
4583,BSNL,F,63,Punjab,Chennai,401011,2020-01-23,0,132580,23,45,5430,0
135448,Reliance Jio,M,67,Jharkhand,Mumbai,858439,2021-11-08,4,112437,83,5,3463,0
96934,Vodafone,M,43,Arunachal Pradesh,Chennai,489984,2021-04-30,3,69390,14,20,7867,0
40999,Airtel,M,20,Haryana,Kolkata,784977,2020-07-24,0,94160,12,33,8456,0
71405,Airtel,F,33,Madhya Pradesh,Hyderabad,303426,2020-12-23,3,66835,5,31,-369,0
226222,Reliance Jio,M,53,Arunachal Pradesh,Delhi,399839,2023-02-06,4,133491,36,12,5894,0
176782,Airtel,M,22,Chhattisgarh,Bangalore,877316,2022-06-03,0,26720,67,2,1422,0
119258,Vodafone,F,27,Himachal Pradesh,Hyderabad,371631,2021-08-19,1,45305,66,38,1126,0
224625,BSNL,M,61,Telangana,Delhi,443171,2023-01-29,3,115944,12,3,6296,0
192693,Airtel,M,72,Mizoram,Delhi,517494,2022-08-22,1,139470,22,37,2695,0
165879,Airtel,M,68,Odisha,Kolkata,645472,2022-04-10,2,22659,93,40,3407,0
182752,BSNL,M,56,Jharkhand,Kolkata,100259,2022-07-03,4,109268,66,3,940,0
63495,Reliance Jio,M,48,Assam,Mumbai,572727,2020-11-13,3,124040,104,12,8403,0
6325,Vodafone,F,56,Madhya Pradesh,Kolkata,695943,2020-02-01,4,142668,42,46,8343,0
180306,Reliance Jio,M,63,Telangana,Kolkata,729836,2022-06-21,0,97278,88,11,5331,0
50829,BSNL,F,73,Gujarat,Kolkata,941572,2020-09-11,1,105279,53,39,7348,0
12176,Airtel,F,49,Punjab,Kolkata,944330,2020-03-01,1,22153,68,14,7434,0
116700,Reliance Jio,M,45,Uttarakhand,Kolkata,860225,2021-08-07,1,127724,31,38,6024,0
86561,Airtel,F,61,Nagaland,Chennai,150456,2021-03-09,2,138514,56,33,1141,0
154405,BSNL,M,66,Sikkim,Mumbai,285876,2022-02-11,4,62213,24,11,5223,0
78763,Reliance Jio,M,50,Telangana,Chennai,461610,2021-01-29,4,72158,73,-3,2903,0
69883,Vodafone,F,45,Madhya Pradesh,Delhi,565699,2020-12-15,4,62377,53,24,1400,0
186647,BSNL,F,26,Andhra Pradesh,Bangalore,951270,2022-07-23,0,97268,52,26,2158,0
137036,BSNL,F,24,Arunachal Pradesh,Mumbai,153706,2021-11-16,4,121789,16,45,4652,0
91150,Airtel,M,44,Goa,Kolkata,365881,2021-04-01,3,51234,81,21,8582,0
194502,BSNL,M,23,Uttar Pradesh,Hyderabad,376855,2022-08-31,2,45983,4,15,8723,0
77779,Reliance Jio,M,50,Jharkhand,Hyderabad,358517,2021-01-24,1,91998,19,11,3655,0
216796,Reliance Jio,F,62,Maharashtra,Delhi,128044,2022-12-21,3,145083,43,21,3211,0
43494,Airtel,M,71,Punjab,Bangalore,157258,2020-08-05,2,137788,48,10,4055,0
234177,Reliance Jio,M,71,Uttar Pradesh,Kolkata,902509,2023-03-18,1,113195,49,8,3653,0
7766,Airtel,M,27,Meghalaya,Delhi,192396,2020-02-08,3,126208,88,41,4563,0
179924,Reliance Jio,F,18,Punjab,Delhi,460694,2022-06-19,0,62728,33,12,780,0
166964,Vodafone,M,31,Gujarat,Chennai,207022,2022-04-15,3,71396,67,23,485,0
237455,Vodafone,M,21,West Bengal,Hyderabad,497133,2023-04-03,3,87329,43,25,7471,0
183437,BSNL,F,24,Tamil Nadu,Chennai,678944,2022-07-07,0,112507,77,47,1972,0
87323,BSNL,M,30,Rajasthan,Mumbai,886697,2021-03-13,0,139001,24,27,3915,0
15494,Airtel,F,50,Gujarat,Delhi,253578,2020-03-18,2,122048,-2,22,10163,0
223715,Airtel,F,69,Nagaland,Delhi,246845,2023-01-24,1,41607,97,42,3627,0
61454,Vodafone,F,64,Tamil Nadu,Kolkata,659278,2020-11-03,0,140731,60,32,6650,0
237273,Reliance Jio,M,52,Mizoram,Delhi,304691,2023-04-02,2,147148,26,7,4098,0
28172,Vodafone,M,60,Punjab,Kolkata,112213,2020-05-20,3,65682,16,38,4913,0
228903,BSNL,M,44,Karnataka,Bangalore,153665,2023-02-19,0,37724,102,7,8512,0
43465,Vodafone,M,59,Arunachal Pradesh,Chennai,237362,2020-08-05,1,66874,96,31,9190,0
154836,BSNL,M,68,Karnataka,Kolkata,597232,2022-02-13,0,130390,74,38,2899,0
67898,Reliance Jio,M,74,Karnataka,Hyderabad,500501,2020-12-05,2,39281,19,50,6891,0
209606,BSNL,M,63,Sikkim,Bangalore,302310,2022-11-15,1,81325,64,14,8325,0
116019,Reliance Jio,M,62,Himachal Pradesh,Bangalore,108750,2021-08-03,1,55511,31,40,6123,0
141344,Airtel,F,42,Telangana,Delhi,538906,2021-12-08,2,32997,52,33,6882,0
97036,BSNL,M,22,Tamil Nadu,Hyderabad,862206,2021-04-30,4,40069,76,42,1536,0
242253,Vodafone,M,18,Uttar Pradesh,Hyderabad,555013,2023-04-27,0,98228,30,37,99,0
171920,BSNL,F,63,Gujarat,Mumbai,740959,2022-05-10,2,66363,13,27,2603,0
209317,Reliance Jio,M,42,Nagaland,Delhi,498454,2022-11-13,2,130283,19,22,3236,0
224038,BSNL,M,56,Karnataka,Hyderabad,235304,2023-01-26,4,83743,26,16,5509,0
12709,Airtel,M,44,Andhra Pradesh,Hyderabad,467851,2020-03-04,0,129346,10,7,1499,0
199596,Reliance Jio,F,63,Telangana,Hyderabad,484955,2022-09-25,1,43153,64,34,7060,0
216092,Vodafone,M,69,Manipur,Chennai,656961,2022-12-17,0,147371,11,50,2778,0
46272,Airtel,M,53,West Bengal,Delhi,166905,2020-08-19,0,49990,33,50,9797,0
172630,BSNL,M,56,Maharashtra,Kolkata,227674,2022-05-14,1,37669,77,3,2754,0
185810,Vodafone,F,62,Goa,Kolkata,264051,2022-07-18,1,128409,9,33,5738,0
82748,Reliance Jio,M,54,Bihar,Kolkata,796354,2021-02-18,0,141308,79,21,9380,0
221641,BSNL,F,59,Assam,Kolkata,388215,2023-01-14,1,86268,52,36,8770,0
155064,BSNL,M,54,Uttarakhand,Bangalore,133979,2022-02-15,1,31695,97,5,9421,0
192087,Reliance Jio,M,27,Madhya Pradesh,Mumbai,960442,2022-08-19,4,63455,-2,22,5859,0
8912,Airtel,F,40,Chhattisgarh,Delhi,554266,2020-02-14,3,142788,97,31,951,0
30618,Airtel,M,44,Sikkim,Mumbai,825735,2020-06-02,2,21310,101,16,4246,0
119881,BSNL,M,21,Gujarat,Delhi,941432,2021-08-23,3,34207,82,0,1399,0
147959,Airtel,M,74,Manipur,Mumbai,366813,2022-01-10,4,20205,53,18,2481,0
98391,Reliance Jio,M,19,Sikkim,Kolkata,742275,2021-05-07,2,135742,38,3,5752,0
50128,BSNL,F,24,Andhra Pradesh,Hyderabad,947586,2020-09-07,2,72037,69,21,7926,0
139069,Vodafone,M,59,Andhra Pradesh,Delhi,259955,2021-11-27,4,27856,57,7,9273,0
28126,BSNL,F,53,Manipur,Hyderabad,493134,2020-05-20,1,54797,54,50,1487,0
164198,Reliance Jio,M,32,Bihar,Chennai,890589,2022-04-01,4,58724,80,12,7021,0
26475,Reliance Jio,M,41,Uttar Pradesh,Delhi,768503,2020-05-12,3,24081,1,8,6723,0
67540,Reliance Jio,M,45,Meghalaya,Delhi,325147,2020-12-04,0,100128,6,41,6093,0
193961,Vodafone,M,74,Andhra Pradesh,Bangalore,825099,2022-08-28,3,44439,10,31,5853,0
195194,BSNL,M,69,Jharkhand,Bangalore,332585,2022-09-03,4,28932,31,32,5884,0
72680,BSNL,F,50,Andhra Pradesh,Delhi,301830,2020-12-29,4,27771,100,12,4159,0
74182,Vodafone,M,37,Jharkhand,Mumbai,891287,2021-01-06,0,69272,95,29,6804,0
127396,BSNL,F,18,Bihar,Chennai,344267,2021-09-29,4,36819,35,17,8374,0
80030,Reliance Jio,M,26,Goa,Delhi,577296,2021-02-04,3,100403,21,28,833,0
224145,Vodafone,F,28,Haryana,Kolkata,168688,2023-01-26,1,130532,63,30,7484,0
201358,Reliance Jio,M,51,Uttar Pradesh,Mumbai,995953,2022-10-04,4,93427,40,26,3144,0
56597,Reliance Jio,F,45,Nagaland,Mumbai,935809,2020-10-10,3,131106,36,20,169,0
138475,Reliance Jio,M,30,Jharkhand,Hyderabad,376835,2021-11-24,1,124856,64,32,8911,0
168108,BSNL,F,43,Madhya Pradesh,Bangalore,246652,2022-04-21,4,59095,81,45,8681,0
143122,Reliance Jio,M,57,Haryana,Delhi,563800,2021-12-17,4,76101,33,26,3654,0
235590,Reliance Jio,M,42,Andhra Pradesh,Chennai,238165,2023-03-25,2,91079,85,42,8554,0
126860,Vodafone,F,49,Meghalaya,Delhi,378926,2021-09-26,3,43570,69,20,1299,0
47398,Airtel,M,34,Sikkim,Mumbai,522268,2020-08-25,2,77094,41,4,8615,0
60220,BSNL,F,47,Punjab,Bangalore,638799,2020-10-28,1,82718,41,45,2596,0
134508,Reliance Jio,F,23,Tamil Nadu,Delhi,848945,2021-11-04,2,75046,37,19,3635,0
50080,Vodafone,F,43,Uttar Pradesh,Mumbai,941458,2020-09-07,1,77272,53,28,521,0
228063,Airtel,M,57,Chhattisgarh,Kolkata,528889,2023-02-15,0,148368,70,13,3376,0
4453,BSNL,M,31,Maharashtra,Hyderabad,584819,2020-01-23,1,40718,83,9,6838,0
116755,Airtel,F,55,Himachal Pradesh,Delhi,397750,2021-08-07,2,84631,-9,23,1549,0
142968,Airtel,F,40,Arunachal Pradesh,Kolkata,707923,2021-12-16,0,93045,50,8,5525,0
37049,Airtel,M,21,Odisha,Delhi,897026,2020-07-04,4,111645,83,19,3656,0
185114,Vodafone,M,21,Telangana,Kolkata,534314,2022-07-15,2,44112,47,40,1926,0
63704,Vodafone,M,59,Manipur,Kolkata,386405,2020-11-14,3,62921,21,10,8276,0
107155,Vodafone,M,64,Himachal Pradesh,Kolkata,192458,2021-06-20,2,111869,25,25,4127,0
39187,Airtel,F,50,Kerala,Delhi,558722,2020-07-15,1,141603,68,19,2000,0
1172,Vodafone,M,23,Himachal Pradesh,Mumbai,115596,2020-01-06,2,148903,87,36,6019,0
129385,Airtel,F,20,Goa,Delhi,469772,2021-10-09,4,144794,39,3,8648,0
199464,Reliance Jio,M,70,Tripura,Kolkata,186463,2022-09-25,3,88072,42,34,10418,0
173795,Reliance Jio,F,60,Himachal Pradesh,Mumbai,164157,2022-05-19,0,27803,71,17,-643,0
1478,Vodafone,F,42,Himachal Pradesh,Hyderabad,830350,2020-01-08,2,87743,24,3,2694,0
200569,Vodafone,M,69,Uttar Pradesh,Chennai,561715,2022-09-30,0,134956,55,49,2429,0
172535,Reliance Jio,M,59,Himachal Pradesh,Mumbai,420474,2022-05-13,0,99026,41,40,1614,0
97001,Reliance Jio,F,57,Andhra Pradesh,Chennai,412343,2021-04-30,2,98395,87,36,8732,0
158957,Reliance Jio,M,65,Mizoram,Chennai,632552,2022-03-06,0,139886,6,20,10121,0
90868,Reliance Jio,F,70,Meghalaya,Bangalore,884989,2021-03-30,3,134359,19,15,6202,0
117266,Vodafone,M,66,Punjab,Mumbai,192787,2021-08-09,2,105611,43,32,2835,0
148076,BSNL,F,64,Gujarat,Bangalore,104733,2022-01-11,3,144129,39,21,9045,0
44003,Airtel,M,37,Rajasthan,Delhi,477486,2020-08-08,3,20511,56,17,-107,0
209646,Airtel,F,52,Arunachal Pradesh,Bangalore,629620,2022-11-15,2,69679,91,44,7578,0
185506,Reliance Jio,M,58,Uttarakhand,Bangalore,161521,2022-07-17,2,114217,37,48,6293,0
168730,Reliance Jio,F,28,Telangana,Chennai,448301,2022-04-24,4,40250,76,33,6771,0
224273,Airtel,M,46,Manipur,Kolkata,559627,2023-01-27,3,104089,66,37,1935,0
139729,Reliance Jio,M,18,Nagaland,Mumbai,609273,2021-11-30,4,142353,8,46,9129,0
211776,Airtel,M,29,Uttar Pradesh,Hyderabad,665022,2022-11-25,4,50968,3,28,3137,0
14696,Vodafone,M,18,Haryana,Delhi,175486,2020-03-14,2,65357,71,11,3459,0
213450,BSNL,M,59,Odisha,Hyderabad,496472,2022-12-04,0,70820,67,23,4301,0
42952,Reliance Jio,F,41,Sikkim,Kolkata,733895,2020-08-02,1,54535,68,8,4218,0
60746,BSNL,F,60,Uttar Pradesh,Kolkata,808862,2020-10-31,4,70021,26,13,5351,0
11162,Reliance Jio,F,31,Goa,Hyderabad,143274,2020-02-25,3,93047,7,33,334,0
135256,Reliance Jio,M,34,Goa,Bangalore,579635,2021-11-07,2,50695,-3,-3,5441,0
65153,BSNL,M,42,Tamil Nadu,Mumbai,256099,2020-11-22,1,104520,52,38,6147,0
184177,BSNL,M,24,Kerala,Mumbai,906066,2022-07-10,2,83949,46,10,3574,0
105780,Reliance Jio,F,20,Tamil Nadu,Kolkata,215068,2021-06-13,4,101271,76,-4,7583,0
221242,Vodafone,M,61,Tamil Nadu,Hyderabad,119757,2023-01-12,0,56002,64,33,8280,0
201127,Vodafone,M,73,Tripura,Delhi,376849,2022-10-03,0,74029,91,35,9801,0
21024,Vodafone,M,38,Telangana,Mumbai,718130,2020-04-15,4,66387,24,43,3135,0
206743,BSNL,M,56,West Bengal,Mumbai,277933,2022-10-31,1,135619,47,6,2307,0
24112,Vodafone,M,55,Madhya Pradesh,Delhi,898531,2020-04-30,0,48555,-3,18,8816,0
168281,Vodafone,M,32,Sikkim,Bangalore,294624,2022-04-22,2,146386,85,13,4535,0
78402,BSNL,M,37,Tripura,Chennai,361761,2021-01-27,2,103053,20,25,6916,0
23858,Airtel,M,38,Goa,Bangalore,690758,2020-04-29,4,77959,78,21,7731,0
107086,Reliance Jio,M,36,Tamil Nadu,Chennai,894372,2021-06-19,1,90454,73,7,4353,0
85775,BSNL,M,68,Telangana,Mumbai,189100,2021-03-05,0,130689,81,48,7202,0
156619,Reliance Jio,M,65,Haryana,Chennai,964852,2022-02-22,1,97816,68,14,3586,0
194173,Airtel,M,36,Meghalaya,Hyderabad,989888,2022-08-29,3,83157,93,25,3235,0
76984,Vodafone,M,37,Karnataka,Mumbai,959052,2021-01-20,2,97021,49,39,3014,0
116018,BSNL,M,33,Mizoram,Bangalore,915378,2021-08-03,2,92138,34,8,5431,0
225189,Reliance Jio,F,32,Gujarat,Hyderabad,277597,2023-02-01,4,39353,31,4,7924,0
32821,Reliance Jio,F,70,Gujarat,Delhi,941146,2020-06-13,2,86299,31,41,2248,0
220564,Reliance Jio,M,20,Madhya Pradesh,Hyderabad,876119,2023-01-08,1,147339,25,18,8348,0
201649,Reliance Jio,M,52,Himachal Pradesh,Chennai,189338,2022-10-06,1,109267,21,19,2187,0
233695,Reliance Jio,M,58,Maharashtra,Bangalore,845791,2023-03-15,2,48352,64,13,5748,0
226566,Reliance Jio,F,56,Himachal Pradesh,Bangalore,926637,2023-02-07,0,109484,71,36,4491,0
205090,Airtel,M,71,Manipur,Delhi,755414,2022-10-23,0,75144,41,37,5885,0
154647,Vodafone,F,27,Gujarat,Kolkata,137070,2022-02-13,0,85602,76,16,9128,0
122946,Airtel,M,46,Uttarakhand,Bangalore,641172,2021-09-07,3,135286,27,21,7916,0
179777,Airtel,F,64,Goa,Hyderabad,121222,2022-06-18,4,65683,-4,17,9149,0
197274,BSNL,F,56,Odisha,Delhi,459555,2022-09-14,1,55269,39,6,3727,0
82016,Airtel,M,25,Sikkim,Delhi,665599,2021-02-14,2,118980,11,32,8802,0
94863,BSNL,M,73,Chhattisgarh,Chennai,760665,2021-04-19,4,34395,65,28,8236,0
130294,Reliance Jio,M,66,Punjab,Chennai,209994,2021-10-14,0,98306,89,10,7559,0
